transaction_id,customer_id,age_group,gender,city,customer_segment,product_id,product_category,original_price,discount_pct,final_price,quantity,purchase_amount,payment_method,purchase_date,purchase_hour,is_weekend,is_black_friday,purchase_level
T0000713,C017344,26-35,Female,New York,VIP,P4162,Electronics,1768.95,30,1238.26,1,1238.26,Debit Card,28-11-25,4,0,1,High
T0000714,C005321,18-25,Female,Phoenix,New,P8861,Groceries,155.17,30,108.62,1,108.62,Credit Card,26-11-25,10,0,0,Low
T0000715,C010293,36-45,Female,San Francisco,New,P1726,Footwear,235.7,25,176.77,1,176.77,Debit Card,27-11-25,21,0,0,Low
T0000716,C015720,46-55,Female,New York,New,P3797,Accessories,109.07,5,103.62,1,103.62,Debit Card,26-11-25,15,0,0,Low
T0000717,C011392,56+,Other,Los Angeles,Returning,P5704,Home & Kitchen,631.58,20,505.26,3,1515.78,PayPal,25-11-25,16,0,0,High
T0000718,C004920,46-55,Male,New York,New,P2121,Electronics,2421.21,60,968.48,3,2905.44,PayPal,27-11-25,11,0,0,High
T0000719,C010259,18-25,Other,Dallas,Returning,P1732,Sports,80.46,30,56.32,1,56.32,PayPal,25-11-25,15,0,0,Low
T0000720,C000176,46-55,Other,New York,Loyal,P6745,Beauty,179.24,15,152.35,1,152.35,Cash,26-11-25,3,0,0,Low
T0000721,C026773,36-45,Other,Dallas,New,P3764,Accessories,396.18,30,277.33,1,277.33,Gift Card,01-12-25,20,0,0,Medium
T0000722,C029525,18-25,Male,Dallas,Returning,P9300,Groceries,136.63,20,109.3,1,109.3,PayPal,01-12-25,9,0,0,Low
T0000723,C030797,18-25,Other,Dallas,New,P4889,Electronics,414.65,35,269.52,1,269.52,Debit Card,24-11-25,6,0,0,Medium
T0000724,C019088,36-45,Female,Seattle,Returning,P6973,Accessories,46.64,50,23.32,1,23.32,Cash,24-11-25,2,0,0,Low
T0000725,C002140,18-25,Other,Chicago,Returning,P7777,Electronics,1340.75,30,938.52,1,938.52,PayPal,26-11-25,7,0,0,High
T0000726,C015171,46-55,Female,Houston,Returning,P4971,Beauty,87.04,25,65.28,1,65.28,PayPal,26-11-25,4,0,0,Low
T0000727,C018882,36-45,Female,Miami,New,P4313,Groceries,81.15,40,48.69,2,97.38,Gift Card,24-11-25,4,0,0,Low
T0000728,C018529,26-35,Other,Atlanta,New,P1970,Sports,178.23,25,133.67,2,267.34,Cash,27-11-25,4,0,0,Medium
T0000729,C029756,56+,Female,New York,New,P1784,Clothing,249.51,35,162.18,1,162.18,Mobile Wallet,24-11-25,1,0,0,Low
T0000730,C004665,36-45,Female,Miami,Returning,P4769,Toys,256.51,35,166.73,1,166.73,Credit Card,27-11-25,2,0,0,Low
T0000731,C015298,36-45,Female,Miami,New,P8223,Sports,29.46,5,27.99,1,27.99,Mobile Wallet,30-11-25,18,1,0,Low
T0000732,C017338,56+,Female,Los Angeles,Loyal,P5304,Clothing,247.73,20,198.18,2,396.36,Credit Card,24-11-25,3,0,0,Medium
T0000733,C012965,26-35,Female,Miami,New,P2930,Home & Kitchen,816.19,30,571.33,3,1713.99,Cash,01-12-25,18,0,0,High
T0000734,C027862,26-35,Other,Seattle,New,P9175,Books,57.25,25,42.94,2,85.88,Credit Card,29-11-25,22,1,0,Low
T0000735,C007522,56+,Male,San Francisco,Loyal,P3872,Footwear,56.48,50,28.24,2,56.48,Debit Card,29-11-25,5,1,0,Low
T0000736,C014734,26-35,Other,Seattle,Returning,P8845,Footwear,243.98,30,170.79,1,170.79,Cash,25-11-25,12,0,0,Low
T0000737,C009765,56+,Other,Phoenix,New,P2252,Toys,86.38,10,77.74,4,310.96,Gift Card,30-11-25,15,1,0,Medium
T0000738,C017409,46-55,Other,Seattle,New,P5106,Groceries,112.19,40,67.31,1,67.31,Gift Card,01-12-25,16,0,0,Low
T0000739,C009322,46-55,Male,New York,Loyal,P8881,Beauty,63.22,5,60.06,2,120.12,Cash,26-11-25,5,0,0,Low
T0000740,C004680,46-55,Male,Phoenix,Loyal,P8537,Groceries,176.18,35,114.52,1,114.52,Cash,01-12-25,15,0,0,Low
T0000741,C003909,56+,Other,Chicago,Returning,P1473,Beauty,93.79,5,89.1,4,356.4,Credit Card,24-11-25,11,0,0,Medium
T0000742,C010874,46-55,Male,Dallas,Loyal,P7412,Groceries,138.91,50,69.46,1,69.46,Debit Card,25-11-25,11,0,0,Low
T0000743,C020160,18-25,Female,Los Angeles,New,P1199,Books,61.76,30,43.23,4,172.92,Debit Card,01-12-25,13,0,0,Low
T0000744,C018915,36-45,Other,Los Angeles,Loyal,P4049,Home & Kitchen,1099.34,35,714.57,1,714.57,Mobile Wallet,26-11-25,18,0,0,High
T0000745,C028781,56+,Male,Dallas,New,P1810,Home & Kitchen,292.79,35,190.31,1,190.31,Debit Card,29-11-25,21,1,0,Low
T0000746,C008150,56+,Female,Houston,Loyal,P2226,Clothing,287.49,35,186.87,2,373.74,Credit Card,29-11-25,23,1,0,Medium
T0000747,C030717,46-55,Female,Seattle,New,P6835,Accessories,378.65,35,246.12,3,738.36,Debit Card,01-12-25,7,0,0,High
T0000748,C019929,56+,Other,Los Angeles,Loyal,P2791,Home & Kitchen,848.73,40,509.24,1,509.24,PayPal,01-12-25,9,0,0,High
T0000749,C026379,26-35,Female,Los Angeles,Returning,P4045,Home & Kitchen,1012.69,15,860.79,1,860.79,Mobile Wallet,30-11-25,1,1,0,High
T0000750,C017842,18-25,Female,Los Angeles,Loyal,P9450,Sports,397.97,40,238.78,1,238.78,Mobile Wallet,27-11-25,23,0,0,Medium
T0000751,C032799,46-55,Other,New York,New,P8714,Sports,83.9,25,62.92,1,62.92,Gift Card,29-11-25,13,1,0,Low
T0000752,C032362,36-45,Male,New York,Returning,P1854,Clothing,215.56,15,183.23,1,183.23,PayPal,30-11-25,21,1,0,Low
T0000753,C028689,36-45,Other,Los Angeles,Returning,P5805,Accessories,224.48,30,157.14,4,628.56,Credit Card,29-11-25,11,1,0,High
T0000754,C005272,56+,Male,Los Angeles,Loyal,P8308,Toys,170.52,10,153.47,1,153.47,Mobile Wallet,25-11-25,8,0,0,Low
T0000755,C002613,46-55,Other,Seattle,Returning,P4130,Sports,256.83,30,179.78,2,359.56,Cash,29-11-25,7,1,0,Medium
T0000756,C028314,36-45,Female,New York,New,P3095,Toys,59.62,30,41.73,1,41.73,Credit Card,29-11-25,9,1,0,Low
T0000757,C021124,36-45,Female,Phoenix,Loyal,P1344,Electronics,1289.25,30,902.47,1,902.47,Credit Card,26-11-25,3,0,0,High
T0000758,C016409,46-55,Other,Chicago,Loyal,P1258,Sports,56.44,20,45.15,1,45.15,Mobile Wallet,27-11-25,2,0,0,Low
T0000759,C001696,56+,Male,Atlanta,Returning,P3154,Books,11.18,25,8.38,2,16.76,PayPal,24-11-25,4,0,0,Low
T0000760,C005986,56+,Female,Los Angeles,VIP,P5601,Accessories,271.27,35,176.33,1,176.33,Gift Card,25-11-25,9,0,0,Low
T0000761,C015003,56+,Female,Atlanta,Loyal,P3545,Clothing,70.49,5,66.97,3,200.91,Gift Card,25-11-25,12,0,0,Medium
T0000762,C001360,26-35,Female,Phoenix,Returning,P7992,Electronics,1615.56,30,1130.89,1,1130.89,Credit Card,24-11-25,20,0,0,High
T0000763,C017663,46-55,Female,Atlanta,Loyal,P4365,Accessories,103.56,15,88.03,1,88.03,Credit Card,28-11-25,0,0,1,Low
T0000764,C002637,46-55,Female,New York,Returning,P7469,Books,97.6,30,68.32,1,68.32,Gift Card,29-11-25,13,1,0,Low
T0000765,C011482,36-45,Other,Houston,VIP,P5019,Accessories,81.67,5,77.59,1,77.59,Credit Card,28-11-25,8,0,1,Low
T0000766,C030835,46-55,Female,Seattle,New,P3956,Books,56.06,20,44.85,1,44.85,Gift Card,29-11-25,2,1,0,Low
T0000767,C034011,18-25,Male,Dallas,Returning,P7525,Books,58.56,40,35.14,1,35.14,Debit Card,29-11-25,0,1,0,Low
T0000768,C028982,46-55,Male,New York,Returning,P2170,Toys,189.84,10,170.86,1,170.86,Credit Card,27-11-25,7,0,0,Low
T0000769,C018230,36-45,Female,Los Angeles,Loyal,P9452,Groceries,83.44,50,41.72,1,41.72,Gift Card,24-11-25,17,0,0,Low
T0000770,C011895,18-25,Male,Miami,Returning,P5566,Electronics,1693.53,35,1100.79,1,1100.79,Cash,24-11-25,2,0,0,High
T0000771,C028567,56+,Female,San Francisco,New,P8540,Accessories,385.58,35,250.63,1,250.63,Mobile Wallet,01-12-25,22,0,0,Medium
T0000772,C032226,56+,Other,Dallas,Returning,P8149,Beauty,39.49,25,29.62,1,29.62,Credit Card,26-11-25,5,0,0,Low
T0000773,C005980,36-45,Female,Miami,Loyal,P1171,Electronics,322.46,30,225.72,1,225.72,Mobile Wallet,25-11-25,21,0,0,Medium
T0000774,C030803,36-45,Other,Seattle,Returning,P7246,Groceries,137.11,40,82.27,1,82.27,Mobile Wallet,26-11-25,1,0,0,Low
T0000775,C022804,46-55,Other,San Francisco,Loyal,P4921,Electronics,2155.33,35,1400.96,1,1400.96,PayPal,25-11-25,15,0,0,High
T0000776,C026762,36-45,Male,Phoenix,VIP,P9131,Home & Kitchen,588.72,35,382.67,4,1530.68,Debit Card,26-11-25,19,0,0,High
T0000777,C021844,26-35,Male,Houston,Loyal,P2677,Beauty,161.81,15,137.54,1,137.54,Debit Card,26-11-25,7,0,0,Low
T0000778,C021041,26-35,Female,Phoenix,New,P3768,Groceries,63.13,20,50.5,1,50.5,Cash,26-11-25,19,0,0,Low
T0000779,C006856,26-35,Male,Miami,Returning,P2683,Toys,263.61,40,158.17,2,316.34,Credit Card,29-11-25,3,1,0,Medium
T0000780,C010540,18-25,Female,Miami,Returning,P9969,Accessories,388.04,20,310.43,3,931.29,Debit Card,25-11-25,8,0,0,High
T0000781,C021615,46-55,Female,Dallas,New,P4614,Footwear,217.9,20,174.32,1,174.32,Gift Card,30-11-25,19,1,0,Low
T0000782,C026978,56+,Female,Houston,New,P6198,Groceries,64.79,20,51.83,2,103.66,Debit Card,01-12-25,20,0,0,Low
T0000783,C032472,26-35,Male,Atlanta,Returning,P4330,Clothing,142.66,40,85.6,1,85.6,Credit Card,28-11-25,17,0,1,Low
T0000784,C018889,26-35,Other,Seattle,VIP,P9845,Accessories,146.94,10,132.25,2,264.5,Gift Card,30-11-25,7,1,0,Medium
T0000785,C026245,36-45,Other,Chicago,New,P5566,Groceries,89.15,50,44.58,1,44.58,Debit Card,24-11-25,9,0,0,Low
T0000786,C002405,56+,Male,Phoenix,Loyal,P2872,Home & Kitchen,83.5,40,50.1,1,50.1,Credit Card,01-12-25,20,0,0,Low
T0000787,C029808,56+,Female,Houston,New,P3851,Footwear,63.81,15,54.24,2,108.48,Gift Card,28-11-25,15,0,1,Low
T0000788,C005772,26-35,Female,Seattle,Returning,P8201,Home & Kitchen,280.23,25,210.17,3,630.51,Mobile Wallet,26-11-25,11,0,0,High
T0000789,C020613,26-35,Male,Atlanta,Returning,P4610,Footwear,319.28,15,271.39,3,814.17,PayPal,30-11-25,4,1,0,High
T0000790,C016542,26-35,Other,Seattle,Returning,P2994,Clothing,150.31,20,120.25,1,120.25,Mobile Wallet,25-11-25,7,0,0,Low
T0000791,C021187,46-55,Other,Houston,New,P1433,Accessories,245.48,30,171.84,2,343.68,Debit Card,26-11-25,6,0,0,Medium
T0000792,C007598,46-55,Female,Houston,Loyal,P7788,Toys,163.33,15,138.83,1,138.83,Credit Card,24-11-25,6,0,0,Low
T0000793,C026489,26-35,Other,Houston,Returning,P4175,Home & Kitchen,612.72,10,551.45,1,551.45,Debit Card,25-11-25,2,0,0,High
T0000794,C033725,56+,Female,Houston,New,P2537,Home & Kitchen,126.29,40,75.77,1,75.77,PayPal,25-11-25,8,0,0,Low
T0000795,C000076,46-55,Other,San Francisco,New,P6409,Books,42.2,25,31.65,2,63.3,PayPal,25-11-25,9,0,0,Low
T0000796,C030277,36-45,Other,Atlanta,Loyal,P3044,Footwear,51.59,30,36.11,1,36.11,PayPal,25-11-25,7,0,0,Low
T0000797,C027083,46-55,Male,Dallas,Returning,P9483,Sports,60.38,35,39.25,1,39.25,Credit Card,28-11-25,18,0,1,Low
T0000798,C003553,46-55,Other,San Francisco,New,P1112,Accessories,47.84,15,40.66,2,81.32,Gift Card,30-11-25,10,1,0,Low
T0000799,C012294,36-45,Other,Houston,New,P5553,Footwear,317.18,35,206.17,1,206.17,Credit Card,25-11-25,15,0,0,Medium
T0000800,C033977,56+,Female,Seattle,Loyal,P8063,Books,30.18,10,27.16,1,27.16,Credit Card,30-11-25,19,1,0,Low
T0000801,C023710,56+,Male,Seattle,Loyal,P4533,Electronics,308.2,30,215.74,2,431.48,Mobile Wallet,26-11-25,4,0,0,Medium
T0000802,C032670,26-35,Other,Atlanta,VIP,P8748,Footwear,30.91,20,24.73,1,24.73,Gift Card,25-11-25,21,0,0,Low
T0000803,C028970,18-25,Other,Phoenix,New,P8873,Toys,187.85,60,75.14,1,75.14,PayPal,26-11-25,11,0,0,Low
T0000804,C003383,26-35,Female,New York,Returning,P1677,Accessories,312.32,25,234.24,1,234.24,PayPal,01-12-25,10,0,0,Medium
T0000805,C013341,36-45,Male,San Francisco,New,P3758,Books,35.47,30,24.83,1,24.83,Debit Card,27-11-25,15,0,0,Low
T0000806,C017502,56+,Male,Dallas,Returning,P9145,Electronics,808.16,5,767.75,1,767.75,Debit Card,30-11-25,14,1,0,High
T0000807,C008587,56+,Female,Miami,Returning,P1772,Beauty,91.17,25,68.38,1,68.38,Credit Card,27-11-25,2,0,0,Low
T0000808,C018877,56+,Female,Seattle,VIP,P1479,Books,45.72,40,27.43,1,27.43,PayPal,30-11-25,4,1,0,Low
T0000809,C028713,46-55,Male,New York,New,P3861,Beauty,196.48,25,147.36,1,147.36,Cash,29-11-25,13,1,0,Low
T0000810,C031767,26-35,Female,New York,Returning,P2926,Accessories,470.41,15,399.85,1,399.85,Debit Card,30-11-25,1,1,0,Medium
T0000811,C007958,56+,Female,Atlanta,Returning,P1085,Home & Kitchen,716.15,35,465.5,1,465.5,Mobile Wallet,27-11-25,12,0,0,Medium
T0000812,C001892,18-25,Male,Seattle,Loyal,P1452,Books,50.08,40,30.05,2,60.1,Mobile Wallet,25-11-25,0,0,0,Low
T0000813,C015683,36-45,Female,Miami,New,P6582,Clothing,102.54,15,87.16,1,87.16,Cash,25-11-25,10,0,0,Low
T0000814,C010380,46-55,Other,Seattle,VIP,P9994,Beauty,209.08,50,104.54,1,104.54,Debit Card,01-12-25,15,0,0,Low
T0000815,C020366,56+,Female,Dallas,Returning,P1494,Toys,36.12,20,28.9,2,57.8,Credit Card,25-11-25,19,0,0,Low
T0000816,C000897,46-55,Female,Los Angeles,VIP,P9694,Clothing,141.29,20,113.03,1,113.03,Mobile Wallet,24-11-25,4,0,0,Low
T0000817,C026739,36-45,Other,Atlanta,Returning,P3794,Groceries,134.73,10,121.26,1,121.26,Mobile Wallet,01-12-25,23,0,0,Low
T0000818,C006109,26-35,Other,Dallas,Loyal,P7369,Groceries,53.86,35,35.01,2,70.02,Cash,26-11-25,8,0,0,Low
T0000819,C014726,18-25,Male,Dallas,New,P3677,Electronics,466.22,15,396.29,2,792.58,Credit Card,30-11-25,14,1,0,High
T0000820,C007436,26-35,Male,Seattle,New,P8012,Home & Kitchen,790.86,50,395.43,1,395.43,PayPal,28-11-25,8,0,1,Medium
T0000821,C030242,56+,Male,New York,New,P7671,Accessories,303.78,30,212.65,2,425.3,Debit Card,29-11-25,13,1,0,Medium
T0000822,C007699,56+,Male,Phoenix,Returning,P6133,Books,76.22,25,57.16,2,114.32,Gift Card,01-12-25,4,0,0,Low
T0000823,C010091,46-55,Other,New York,Loyal,P7810,Sports,587.36,50,293.68,1,293.68,PayPal,26-11-25,13,0,0,Medium
T0000824,C032662,46-55,Other,Los Angeles,Returning,P1576,Toys,103.67,25,77.75,1,77.75,Credit Card,29-11-25,9,1,0,Low
T0000825,C019128,18-25,Female,Phoenix,Returning,P5664,Beauty,246.6,20,197.28,1,197.28,Gift Card,29-11-25,16,1,0,Low
T0000826,C033350,56+,Female,Miami,New,P3375,Accessories,32.96,30,23.07,1,23.07,PayPal,27-11-25,9,0,0,Low
T0000827,C017920,26-35,Male,Dallas,New,P9925,Clothing,31.32,25,23.49,2,46.98,Credit Card,25-11-25,6,0,0,Low
T0000828,C027230,36-45,Female,Atlanta,Returning,P6865,Groceries,172.44,15,146.57,1,146.57,Mobile Wallet,30-11-25,2,1,0,Low
T0000829,C031622,36-45,Male,Phoenix,VIP,P1204,Toys,103.37,20,82.7,1,82.7,Cash,28-11-25,3,0,1,Low
T0000830,C030948,18-25,Male,San Francisco,Loyal,P4298,Sports,227.21,30,159.05,1,159.05,Gift Card,28-11-25,11,0,1,Low
T0000831,C015974,56+,Male,Dallas,New,P9734,Books,10.88,40,6.53,3,19.59,Mobile Wallet,30-11-25,8,1,0,Low
T0000832,C029936,26-35,Other,Houston,Returning,P9885,Electronics,155.58,50,77.79,1,77.79,Mobile Wallet,24-11-25,11,0,0,Low
T0000833,C009480,36-45,Female,Atlanta,New,P7042,Sports,387.09,20,309.67,1,309.67,PayPal,26-11-25,11,0,0,Medium
T0000834,C025139,56+,Other,San Francisco,Loyal,P4683,Toys,161.58,30,113.11,1,113.11,Gift Card,29-11-25,20,1,0,Low
T0000835,C012492,18-25,Female,Atlanta,Loyal,P8120,Sports,442.08,25,331.56,1,331.56,Cash,30-11-25,19,1,0,Medium
T0000836,C033309,18-25,Male,Houston,Loyal,P8729,Toys,75.97,25,56.98,2,113.96,PayPal,26-11-25,5,0,0,Low
T0000837,C008947,36-45,Male,Seattle,VIP,P2160,Toys,255.77,15,217.4,1,217.4,Mobile Wallet,28-11-25,11,0,1,Medium
T0000838,C004576,18-25,Male,Phoenix,New,P8471,Footwear,113.91,30,79.74,1,79.74,Gift Card,30-11-25,12,1,0,Low
T0000839,C018105,26-35,Male,Phoenix,Returning,P7383,Beauty,117.5,60,47,1,47,Debit Card,01-12-25,9,0,0,Low
T0000840,C027194,26-35,Male,Atlanta,Returning,P6217,Groceries,76.79,20,61.43,1,61.43,Debit Card,28-11-25,9,0,1,Low
T0000841,C022275,26-35,Other,Miami,VIP,P4454,Footwear,303.66,25,227.74,1,227.74,Debit Card,25-11-25,5,0,0,Medium
T0000842,C033276,36-45,Female,Dallas,VIP,P5451,Books,99.42,30,69.59,1,69.59,Debit Card,27-11-25,14,0,0,Low
T0000843,C017510,36-45,Female,Los Angeles,New,P8779,Footwear,171.34,50,85.67,2,171.34,Cash,25-11-25,8,0,0,Low
T0000844,C000169,26-35,Male,Seattle,Loyal,P4735,Home & Kitchen,445,20,356,2,712,Debit Card,24-11-25,0,0,0,High
T0000845,C018537,36-45,Other,Houston,New,P9475,Home & Kitchen,947.91,15,805.72,1,805.72,Gift Card,29-11-25,17,1,0,High
T0000846,C019567,18-25,Other,Seattle,New,P4986,Groceries,46.7,35,30.36,2,60.72,Gift Card,24-11-25,22,0,0,Low
T0000847,C032090,26-35,Female,Dallas,New,P6971,Sports,565.74,20,452.59,5,2262.95,Credit Card,01-12-25,3,0,0,High
T0000848,C009739,56+,Male,Los Angeles,Loyal,P3910,Beauty,86.31,20,69.05,2,138.1,Mobile Wallet,26-11-25,6,0,0,Low
T0000849,C029265,18-25,Male,Chicago,Returning,P2734,Groceries,95.36,50,47.68,3,143.04,Debit Card,24-11-25,17,0,0,Low
T0000850,C031742,46-55,Female,Atlanta,Loyal,P5844,Toys,244.41,30,171.09,1,171.09,Gift Card,29-11-25,12,1,0,Low
T0000851,C022619,46-55,Other,Miami,Returning,P2095,Clothing,242.64,30,169.85,1,169.85,Cash,27-11-25,14,0,0,Low
T0000852,C021787,18-25,Male,New York,Returning,P9620,Beauty,176.35,25,132.26,3,396.78,Cash,27-11-25,7,0,0,Medium
T0000853,C024721,36-45,Male,New York,Returning,P1512,Beauty,37.79,10,34.01,1,34.01,Mobile Wallet,30-11-25,13,1,0,Low
T0000854,C029842,46-55,Male,Phoenix,New,P5242,Toys,80.23,20,64.18,2,128.36,Cash,29-11-25,4,1,0,Low
T0000855,C021089,26-35,Male,Phoenix,New,P8579,Toys,216.93,15,184.39,1,184.39,Debit Card,25-11-25,6,0,0,Low
T0000856,C012364,36-45,Other,Seattle,VIP,P2743,Electronics,2169.6,20,1735.68,1,1735.68,Gift Card,27-11-25,0,0,0,High
T0000857,C015651,56+,Male,New York,Returning,P9424,Groceries,37.8,35,24.57,1,24.57,Cash,30-11-25,12,1,0,Low
T0000858,C025099,36-45,Female,San Francisco,Returning,P9861,Toys,296.86,5,282.02,1,282.02,Credit Card,24-11-25,13,0,0,Medium
T0000859,C015307,46-55,Other,Los Angeles,Loyal,P4755,Home & Kitchen,754.92,20,603.94,1,603.94,Cash,30-11-25,5,1,0,High
T0000860,C026921,56+,Other,Miami,New,P1399,Books,99.44,20,79.55,1,79.55,Cash,24-11-25,21,0,0,Low
T0000861,C002861,18-25,Female,New York,Loyal,P4812,Clothing,239.94,25,179.96,1,179.96,Debit Card,25-11-25,3,0,0,Low
T0000862,C020853,26-35,Female,New York,Returning,P2693,Groceries,25.91,25,19.43,1,19.43,PayPal,30-11-25,13,1,0,Low
T0000863,C030997,26-35,Other,Miami,New,P1550,Accessories,177.89,30,124.52,1,124.52,Credit Card,29-11-25,14,1,0,Low
T0000864,C024985,18-25,Other,Atlanta,VIP,P2732,Home & Kitchen,563.64,25,422.73,1,422.73,Gift Card,28-11-25,17,0,1,Medium
T0000865,C025303,18-25,Male,Seattle,Returning,P2286,Sports,170.84,20,136.67,1,136.67,Mobile Wallet,24-11-25,1,0,0,Low
T0000866,C009969,36-45,Other,Los Angeles,Returning,P3744,Toys,207.89,40,124.73,1,124.73,Cash,28-11-25,5,0,1,Low
T0000867,C032462,36-45,Other,San Francisco,New,P8584,Accessories,285.1,20,228.08,2,456.16,PayPal,29-11-25,21,1,0,Medium
T0000868,C002427,56+,Female,New York,New,P5272,Toys,294.47,20,235.58,2,471.16,PayPal,01-12-25,15,0,0,Medium
T0000869,C008274,36-45,Other,Houston,Loyal,P9096,Beauty,53.85,30,37.7,3,113.1,PayPal,01-12-25,1,0,0,Low
T0000870,C032919,36-45,Male,Houston,Loyal,P1569,Home & Kitchen,684.36,30,479.05,3,1437.15,Gift Card,27-11-25,3,0,0,High
T0000871,C021758,36-45,Female,New York,New,P6150,Beauty,226.03,25,169.52,2,339.04,Debit Card,30-11-25,20,1,0,Medium
T0000872,C006578,46-55,Other,Seattle,New,P5746,Electronics,242.98,25,182.24,1,182.24,Gift Card,01-12-25,5,0,0,Low
T0000873,C028856,18-25,Male,Houston,New,P1931,Beauty,129.45,35,84.14,1,84.14,Credit Card,25-11-25,2,0,0,Low
T0000874,C006535,46-55,Male,Phoenix,New,P9628,Electronics,650.55,10,585.5,3,1756.5,PayPal,25-11-25,10,0,0,High
T0000875,C034469,26-35,Male,San Francisco,New,P6345,Electronics,2401.87,25,1801.4,2,3602.8,Mobile Wallet,29-11-25,10,1,0,High
T0000876,C029946,46-55,Male,Los Angeles,Returning,P7453,Accessories,336.05,30,235.24,2,470.48,PayPal,27-11-25,22,0,0,Medium
T0000877,C001006,46-55,Male,Dallas,Loyal,P8496,Toys,89.15,30,62.4,3,187.2,PayPal,26-11-25,21,0,0,Low
T0000878,C009448,46-55,Other,Los Angeles,Loyal,P1644,Sports,594.11,40,356.47,1,356.47,Credit Card,24-11-25,19,0,0,Medium
T0000879,C026869,46-55,Male,Houston,Returning,P7225,Beauty,62.39,50,31.2,5,156,Debit Card,01-12-25,8,0,0,Low
T0000880,C010117,18-25,Other,Houston,New,P4040,Home & Kitchen,413.94,15,351.85,1,351.85,Gift Card,29-11-25,5,1,0,Medium
T0000881,C004904,46-55,Other,Los Angeles,New,P2380,Electronics,1736.61,5,1649.78,1,1649.78,Mobile Wallet,01-12-25,22,0,0,High
T0000882,C030769,46-55,Male,San Francisco,Returning,P7099,Toys,174.58,20,139.66,1,139.66,Credit Card,27-11-25,21,0,0,Low
T0000883,C017369,36-45,Female,Phoenix,Returning,P5155,Clothing,250.85,10,225.76,1,225.76,Gift Card,30-11-25,13,1,0,Medium
T0000884,C022188,46-55,Other,Miami,New,P5120,Groceries,135.51,35,88.08,1,88.08,Mobile Wallet,24-11-25,11,0,0,Low
T0000885,C026050,18-25,Male,Seattle,Loyal,P7429,Accessories,293.31,30,205.32,4,821.28,Cash,28-11-25,15,0,1,High
T0000886,C005264,18-25,Other,Houston,Loyal,P5804,Sports,214.6,20,171.68,1,171.68,PayPal,27-11-25,11,0,0,Low
T0000887,C021533,56+,Female,Chicago,VIP,P8822,Footwear,124.66,50,62.33,1,62.33,PayPal,28-11-25,22,0,1,Low
T0000888,C034972,26-35,Male,Miami,Returning,P8642,Accessories,58,25,43.5,3,130.5,Gift Card,01-12-25,2,0,0,Low
T0000889,C024905,18-25,Female,Atlanta,Returning,P7546,Clothing,132.83,30,92.98,2,185.96,Gift Card,25-11-25,2,0,0,Low
T0000890,C020753,18-25,Other,Seattle,New,P2733,Groceries,158.89,20,127.11,1,127.11,Cash,24-11-25,8,0,0,Low
T0000891,C031979,18-25,Male,Miami,Returning,P9930,Clothing,99.66,50,49.83,1,49.83,Cash,24-11-25,2,0,0,Low
T0000892,C002353,18-25,Female,Dallas,Returning,P6194,Beauty,221.47,30,155.03,1,155.03,Cash,26-11-25,10,0,0,Low
T0000893,C004485,56+,Male,Miami,Returning,P8847,Electronics,2033.19,35,1321.57,3,3964.71,Mobile Wallet,25-11-25,15,0,0,High
T0000894,C015386,26-35,Male,Chicago,Returning,P5784,Sports,598.63,30,419.04,2,838.08,Cash,28-11-25,0,0,1,High
T0000895,C018834,36-45,Male,Los Angeles,Loyal,P4962,Books,88.47,40,53.08,1,53.08,Credit Card,30-11-25,3,1,0,Low
T0000896,C014909,18-25,Male,Los Angeles,Loyal,P9267,Electronics,265.7,25,199.27,1,199.27,Cash,28-11-25,13,0,1,Low
T0000897,C005924,46-55,Female,Miami,Returning,P8140,Books,73.24,40,43.94,1,43.94,Mobile Wallet,27-11-25,20,0,0,Low
T0000898,C028441,36-45,Other,Phoenix,New,P7707,Groceries,63.85,40,38.31,1,38.31,Debit Card,30-11-25,4,1,0,Low
T0000899,C006452,36-45,Other,San Francisco,Returning,P3097,Toys,285.07,40,171.04,1,171.04,Mobile Wallet,27-11-25,18,0,0,Low
T0000900,C006587,18-25,Other,Houston,New,P6867,Footwear,257.86,20,206.29,1,206.29,Mobile Wallet,29-11-25,19,1,0,Medium
T0000901,C029077,18-25,Male,Los Angeles,New,P1814,Home & Kitchen,944.74,20,755.79,1,755.79,Debit Card,28-11-25,3,0,1,High
T0000902,C010903,36-45,Female,Chicago,Returning,P3805,Electronics,1469.18,40,881.51,2,1763.02,Gift Card,30-11-25,2,1,0,High
T0000903,C019626,26-35,Female,Dallas,Loyal,P9211,Sports,580.85,35,377.55,1,377.55,Mobile Wallet,30-11-25,16,1,0,Medium
T0000904,C001898,56+,Other,Seattle,New,P5586,Clothing,67.78,15,57.61,1,57.61,Gift Card,29-11-25,8,1,0,Low
T0000905,C003015,36-45,Female,San Francisco,Loyal,P6289,Sports,245.79,25,184.34,2,368.68,Gift Card,01-12-25,18,0,0,Medium
T0000906,C021259,26-35,Female,Phoenix,New,P2424,Groceries,102.51,35,66.63,2,133.26,Credit Card,29-11-25,10,1,0,Low
T0000907,C003678,46-55,Other,Miami,Returning,P9945,Books,68.64,20,54.91,1,54.91,Mobile Wallet,25-11-25,14,0,0,Low
T0000908,C019227,26-35,Male,Miami,New,P2354,Clothing,237.38,40,142.43,2,284.86,PayPal,26-11-25,13,0,0,Medium
